Roll No,cat 1,cat 2,cat 3,overall,conversion,Result
2892,38,32,42,112,74,fast learners
2893,40,11,41,92,61,Average learners
2894,17,48,26,91,60,Average learners
2895,42,32,16,90,60,Average learners
2896,35,20,46,101,67,Average learners
2897,28,48,49,125,83,fast learners
2898,42,23,42,107,71,fast learners
2899,38,26,14,78,52,Average learners
2900,21,19,13,53,35,slow leaners
2901,12,33,15,60,40,slow leaners
2902,28,26,39,93,62,Average learners
2903,40,44,44,128,85,fast learners
2904,34,31,22,87,58,Average learners
2905,28,43,26,97,64,Average learners
2906,45,17,42,104,69,Average learners
2907,25,13,34,72,48,slow leaners
2908,47,39,48,134,89,fast learners
2909,33,10,38,81,54,Average learners
2910,19,26,20,65,43,slow leaners
2911,45,15,24,84,56,Average learners
2912,16,42,17,75,50,Average learners
2913,34,10,13,57,38,slow leaners
2914,43,25,40,108,72,fast learners
2915,16,39,26,81,54,Average learners
2916,47,17,24,88,58,Average learners
2917,37,34,43,114,76,fast learners
2918,31,25,34,90,60,Average learners
2919,49,48,44,141,94,fast learners
2920,17,35,40,92,61,Average learners
2921,11,18,28,57,38,slow leaners
2922,29,41,41,111,74,fast learners
2923,34,15,32,81,54,Average learners
2924,40,13,49,102,68,Average learners
2925,26,38,26,90,60,Average learners
2926,41,31,14,86,57,Average learners
2927,45,21,14,80,53,Average learners
2928,24,23,47,94,62,Average learners
2929,11,29,29,69,46,slow leaners
2930,47,28,30,105,70,fast learners
2931,46,40,18,104,69,Average learners
2932,15,29,25,69,46,slow leaners
2933,40,40,49,129,86,fast learners
2934,22,36,18,76,50,Average learners
2935,34,35,14,83,55,Average learners
2936,10,27,46,83,55,Average learners
2937,24,12,36,72,48,slow leaners
2938,39,27,30,96,64,Average learners
2939,29,48,30,107,71,fast learners
2940,35,36,22,93,62,Average learners
2941,26,40,41,107,71,fast learners
2942,21,38,12,71,47,slow leaners
2943,28,42,23,93,62,Average learners
2944,31,26,49,106,70,fast learners
2945,46,14,18,78,52,Average learners
2946,21,40,48,109,72,fast learners
2947,12,17,38,67,44,slow leaners
2948,47,38,13,98,65,Average learners
2949,42,31,28,101,67,Average learners
2950,17,18,30,65,43,slow leaners
2951,20,17,16,53,35,slow leaners
2952,24,45,13,82,54,Average learners
2953,47,15,17,79,52,Average learners
2954,45,12,13,70,46,slow leaners
2955,36,23,20,79,52,Average learners
2956,31,43,15,89,59,Average learners
2957,29,45,46,120,80,fast learners
2958,18,38,25,81,54,Average learners
2959,45,29,34,108,72,fast learners
2960,14,24,18,56,37,slow leaners
2961,32,14,30,76,50,Average learners
2962,24,14,43,81,54,Average learners
2963,39,37,11,87,58,Average learners
2964,43,15,25,83,55,Average learners
2965,10,42,45,97,64,Average learners
2966,47,37,39,123,82,fast learners
2967,46,28,22,96,64,Average learners
2968,48,19,34,101,67,Average learners
2969,23,46,31,100,66,Average learners
2970,10,28,11,49,32,slow leaners
2971,30,48,47,125,83,fast learners
2972,39,45,22,106,70,fast learners
2973,41,21,16,78,52,Average learners
2974,36,25,23,84,56,Average learners
2975,48,40,16,104,69,Average learners
2976,45,18,23,86,57,Average learners
2977,26,43,21,90,60,Average learners
2978,25,29,49,103,68,Average learners
2979,37,12,30,79,52,Average learners
2980,28,31,44,103,68,Average learners
2981,48,43,34,125,83,fast learners
2982,34,48,18,100,66,Average learners
2983,10,24,37,71,47,slow leaners
2984,31,35,20,86,57,Average learners
2985,45,23,49,117,78,fast learners
2986,43,44,36,123,82,fast learners
2987,33,49,27,109,72,fast learners
2988,27,40,43,110,73,fast learners
2989,26,29,33,88,58,Average learners
2990,22,33,22,77,51,Average learners
2991,21,15,27,63,42,slow leaners
2992,33,35,23,91,60,Average learners
2993,26,15,17,58,38,slow leaners
2994,48,18,13,79,52,Average learners
2995,47,16,35,98,65,Average learners
2996,45,40,31,116,77,fast learners
2997,49,26,10,85,56,Average learners
2998,43,22,20,85,56,Average learners
2999,21,28,22,71,47,slow leaners
3000,35,26,17,78,52,Average learners
3001,25,39,23,87,58,Average learners
3002,13,47,22,82,54,Average learners
3003,40,32,10,82,54,Average learners
3004,47,42,11,100,66,Average learners
3005,27,42,16,85,56,Average learners
3006,28,47,29,104,69,Average learners
3007,48,47,28,123,82,fast learners
3008,40,42,24,106,70,fast learners
3009,42,49,49,140,93,fast learners
3010,45,27,13,85,56,Average learners
3011,17,35,30,82,54,Average learners
3012,11,28,20,59,39,slow leaners
3013,34,29,47,110,73,fast learners
3014,40,24,44,108,72,fast learners
3015,45,22,45,112,74,fast learners
3016,31,42,14,87,58,Average learners
3017,26,21,12,59,39,slow leaners
3018,36,31,19,86,57,Average learners
3019,14,11,43,68,45,slow leaners
3020,25,20,24,69,46,slow leaners
3021,10,40,10,60,40,slow leaners
3022,48,37,41,126,84,fast learners
3023,48,44,49,141,94,fast learners
3024,28,11,40,79,52,Average learners
3025,49,40,17,106,70,fast learners
3026,16,10,48,74,49,slow leaners
3027,11,35,22,68,45,slow leaners
3028,34,10,30,74,49,slow leaners
3029,44,19,25,88,58,Average learners
3030,30,24,20,74,49,slow leaners
3031,44,38,28,110,73,fast learners
3032,35,14,31,80,53,Average learners
3033,28,14,26,68,45,slow leaners
3034,19,12,11,42,28,slow leaners
3035,33,14,36,83,55,Average learners
3036,23,43,20,86,57,Average learners
3037,45,25,38,108,72,fast learners
3038,19,38,16,73,48,slow leaners
3039,31,49,44,124,82,fast learners
3040,22,39,42,103,68,Average learners
3041,29,49,12,90,60,Average learners
3042,20,12,16,48,32,slow leaners
3043,38,22,19,79,52,Average learners
3044,10,42,20,72,48,slow leaners
3045,33,25,15,73,48,slow leaners
3046,34,30,20,84,56,Average learners
3047,14,28,15,57,38,slow leaners
3048,24,16,14,54,36,slow leaners
3049,34,17,17,68,45,slow leaners
3050,24,24,25,73,48,slow leaners
3051,39,14,19,72,48,slow leaners
3052,21,25,10,56,37,slow leaners
3053,44,29,14,87,58,Average learners
3054,36,30,42,108,72,fast learners
3055,39,18,36,93,62,Average learners
3056,37,10,45,92,61,Average learners
3057,18,23,17,58,38,slow leaners
3058,41,38,49,128,85,fast learners
3059,28,13,49,90,60,Average learners
3060,35,45,40,120,80,fast learners
3061,22,19,42,83,55,Average learners
3062,17,29,49,95,63,Average learners
3063,16,33,16,65,43,slow leaners
3064,41,13,27,81,54,Average learners
3065,26,10,36,72,48,slow leaners
3066,49,34,12,95,63,Average learners
3067,18,14,22,54,36,slow leaners
3068,43,23,13,79,52,Average learners
3069,24,14,34,72,48,slow leaners
3070,12,40,32,84,56,Average learners
3071,38,35,28,101,67,Average learners
3072,32,27,43,102,68,Average learners
3073,29,49,32,110,73,fast learners
3074,12,12,17,41,27,slow leaners
3075,31,10,26,67,44,slow leaners
3076,40,47,30,117,78,fast learners
3077,11,12,20,43,28,slow leaners
3078,30,27,40,97,64,Average learners
3079,29,15,41,85,56,Average learners
3080,14,36,36,86,57,Average learners
3081,49,36,19,104,69,Average learners
3082,37,29,16,82,54,Average learners
3083,45,18,49,112,74,fast learners
3084,44,31,28,103,68,Average learners
3085,11,41,35,87,58,Average learners
3086,15,23,19,57,38,slow leaners
3087,46,36,47,129,86,fast learners
3088,44,40,10,94,62,Average learners
3089,33,13,17,63,42,slow leaners
3090,22,33,33,88,58,Average learners
3091,20,26,20,66,44,slow leaners
3092,38,11,27,76,50,Average learners
3093,14,34,40,88,58,Average learners
3094,12,21,28,61,40,slow leaners
3095,17,47,40,104,69,Average learners
3096,40,21,23,84,56,Average learners
3097,22,23,14,59,39,slow leaners
3098,14,45,44,103,68,Average learners
3099,14,46,37,97,64,Average learners
3100,12,44,45,101,67,Average learners
3101,33,19,49,101,67,Average learners
3102,44,28,26,98,65,Average learners
3103,36,25,25,86,57,Average learners
3104,13,12,22,47,31,slow leaners
3105,15,33,17,65,43,slow leaners
3106,38,18,25,81,54,Average learners
3107,21,36,20,77,51,Average learners
3108,15,46,10,71,47,slow leaners
3109,32,28,37,97,64,Average learners
3110,25,26,30,81,54,Average learners
3111,46,37,32,115,76,fast learners
3112,14,27,12,53,35,slow leaners
3113,25,41,47,113,75,fast learners
3114,45,28,27,100,66,Average learners
3115,18,39,15,72,48,slow leaners
3116,28,24,33,85,56,Average learners
3117,36,36,42,114,76,fast learners
3118,26,23,24,73,48,slow leaners
3119,30,12,35,77,51,Average learners
3120,34,19,41,94,62,Average learners
3121,15,36,14,65,43,slow leaners
3122,13,36,33,82,54,Average learners
3123,16,19,19,54,36,slow leaners
3124,16,38,14,68,45,slow leaners
3125,43,39,31,113,75,fast learners
3126,48,34,16,98,65,Average learners
3127,42,21,20,83,55,Average learners
3128,22,39,31,92,61,Average learners
3129,40,39,45,124,82,fast learners
3130,10,15,33,58,38,slow leaners
3131,37,26,29,92,61,Average learners
3132,35,31,30,96,64,Average learners
3133,19,47,35,101,67,Average learners
3134,45,18,49,112,74,fast learners
3135,26,27,30,83,55,Average learners
3136,13,11,19,43,28,slow leaners
3137,17,46,20,83,55,Average learners
3138,21,12,19,52,34,slow leaners
3139,35,24,15,74,49,slow leaners
3140,24,41,13,78,52,Average learners
3141,43,46,10,99,66,Average learners
3142,16,42,38,96,64,Average learners
3143,17,42,23,82,54,Average learners
3144,44,33,48,125,83,fast learners
3145,26,29,34,89,59,Average learners
3146,34,46,38,118,78,fast learners
3147,30,13,30,73,48,slow leaners
3148,27,44,45,116,77,fast learners
3149,16,11,27,54,36,slow leaners
3150,22,39,11,72,48,slow leaners
3151,16,19,40,75,50,Average learners
3152,13,36,39,88,58,Average learners
3153,21,28,32,81,54,Average learners
3154,42,43,29,114,76,fast learners
3155,30,43,23,96,64,Average learners
3156,25,28,26,79,52,Average learners
3157,34,33,39,106,70,fast learners
3158,18,14,38,70,46,slow leaners
3159,24,45,21,90,60,Average learners
3160,36,27,34,97,64,Average learners
3161,26,33,31,90,60,Average learners
3162,49,11,18,78,52,Average learners
3163,26,40,39,105,70,fast learners
3164,16,30,39,85,56,Average learners
3165,27,22,34,83,55,Average learners
3166,25,21,45,91,60,Average learners
3167,37,33,37,107,71,fast learners
3168,46,46,48,140,93,fast learners
3169,18,37,15,70,46,slow leaners
3170,22,24,18,64,42,slow leaners
3171,24,27,30,81,54,Average learners
3172,15,20,21,56,37,slow leaners
3173,17,39,16,72,48,slow leaners
3174,36,33,18,87,58,Average learners
3175,36,21,34,91,60,Average learners
3176,39,42,20,101,67,Average learners
3177,19,12,43,74,49,slow leaners
3178,17,10,37,64,42,slow leaners
3179,31,47,31,109,72,fast learners
3180,32,49,35,116,77,fast learners
3181,12,10,10,32,21,slow leaners
3182,31,16,15,62,41,slow leaners
3183,40,12,46,98,65,Average learners
3184,46,23,28,97,64,Average learners
3185,36,19,46,101,67,Average learners
3186,18,25,18,61,40,slow leaners
3187,46,23,49,118,78,fast learners
3188,38,49,10,97,64,Average learners
3189,36,20,40,96,64,Average learners
3190,25,37,16,78,52,Average learners
3191,25,37,34,96,64,Average learners
3192,17,34,39,90,60,Average learners
3193,33,25,28,86,57,Average learners
3194,11,35,19,65,43,slow leaners
3195,14,25,39,78,52,Average learners
3196,39,37,37,113,75,fast learners
3197,37,37,40,114,76,fast learners
3198,45,16,31,92,61,Average learners
3199,29,19,14,62,41,slow leaners
3200,24,38,39,101,67,Average learners
3201,40,40,35,115,76,fast learners
3202,16,20,42,78,52,Average learners
3203,43,31,25,99,66,Average learners
3204,21,43,43,107,71,fast learners
3205,37,32,43,112,74,fast learners
3206,20,17,23,60,40,slow leaners
3207,49,45,23,117,78,fast learners
3208,36,32,23,91,60,Average learners
3209,41,42,47,130,86,fast learners
3210,41,10,42,93,62,Average learners
3211,38,10,28,76,50,Average learners
3212,13,24,37,74,49,slow leaners
3213,13,41,37,91,60,Average learners
3214,39,33,43,115,76,fast learners
3215,28,28,44,100,66,Average learners
3216,28,48,14,90,60,Average learners
3217,22,21,34,77,51,Average learners
3218,46,46,15,107,71,fast learners
3219,23,22,42,87,58,Average learners
3220,45,27,49,121,80,fast learners
3221,11,29,36,76,50,Average learners
3222,22,33,22,77,51,Average learners
3223,21,15,16,52,34,slow leaners
3224,33,39,32,104,69,Average learners
3225,27,30,13,70,46,slow leaners
3226,25,38,45,108,72,fast learners
3227,41,19,30,90,60,Average learners
3228,33,41,17,91,60,Average learners
3229,36,20,47,103,68,Average learners
3230,44,43,17,104,69,Average learners
3231,22,42,43,107,71,fast learners
3232,29,36,48,113,75,fast learners
3233,37,43,34,114,76,fast learners
3234,14,14,36,64,42,slow leaners
3235,33,17,26,76,50,Average learners
3236,26,28,20,74,49,slow leaners
3237,47,17,20,84,56,Average learners
3238,25,41,35,101,67,Average learners
3239,26,24,32,82,54,Average learners
3240,48,10,20,78,52,Average learners
3241,22,40,21,83,55,Average learners
3242,42,14,30,86,57,Average learners
3243,26,30,16,72,48,slow leaners
3244,24,24,16,64,42,slow leaners
3245,28,27,19,74,49,slow leaners
3246,26,43,20,89,59,Average learners
3247,27,28,29,84,56,Average learners
3248,30,10,35,75,50,Average learners
3249,42,18,37,97,64,Average learners
3250,34,45,11,90,60,Average learners
3251,43,33,13,89,59,Average learners
3252,35,40,12,87,58,Average learners
3253,27,37,36,100,66,Average learners
3254,38,11,35,84,56,Average learners
3255,22,19,19,60,40,slow leaners
3256,37,18,17,72,48,slow leaners
3257,17,49,41,107,71,fast learners
3258,18,39,18,75,50,Average learners
3259,46,35,39,120,80,fast learners
3260,44,36,21,101,67,Average learners
3261,31,39,32,102,68,Average learners
3262,46,42,45,133,88,fast learners
3263,49,42,26,117,78,fast learners
3264,45,26,46,117,78,fast learners
3265,26,33,21,80,53,Average learners
3266,29,35,45,109,72,fast learners
3267,38,25,13,76,50,Average learners
3268,11,25,48,84,56,Average learners
3269,19,29,44,92,61,Average learners
3270,47,32,32,111,74,fast learners
3271,25,29,32,86,57,Average learners
3272,46,33,31,110,73,fast learners
3273,20,18,16,54,36,slow leaners
3274,24,12,36,72,48,slow leaners
3275,49,24,27,100,66,Average learners
3276,47,21,37,105,70,fast learners
3277,11,37,35,83,55,Average learners
3278,18,39,30,87,58,Average learners
3279,41,10,11,62,41,slow leaners
3280,22,38,23,83,55,Average learners
3281,12,11,22,45,30,slow leaners
3282,18,45,42,105,70,fast learners
3283,13,43,20,76,50,Average learners
3284,48,42,33,123,82,fast learners
3285,24,37,33,94,62,Average learners
3286,43,22,14,79,52,Average learners
3287,23,24,13,60,40,slow leaners
3288,35,16,16,67,44,slow leaners
3289,31,30,17,78,52,Average learners
3290,31,38,29,98,65,Average learners
3291,15,12,36,63,42,slow leaners
3292,23,42,36,101,67,Average learners
3293,12,32,31,75,50,Average learners
3294,44,45,46,135,90,fast learners
3295,33,37,44,114,76,fast learners
3296,37,41,19,97,64,Average learners
3297,23,34,30,87,58,Average learners
3298,42,13,40,95,63,Average learners
3299,27,40,26,93,62,Average learners
3300,46,43,19,108,72,fast learners
3301,47,35,17,99,66,Average learners
3302,21,28,47,96,64,Average learners
3303,28,20,35,83,55,Average learners
3304,42,12,23,77,51,Average learners
3305,20,19,17,56,37,slow leaners
3306,45,39,34,118,78,fast learners
3307,32,14,48,94,62,Average learners
3308,16,17,31,64,42,slow leaners
3309,45,48,25,118,78,fast learners
3310,27,21,33,81,54,Average learners
3311,22,27,43,92,61,Average learners
3312,33,41,23,97,64,Average learners
3313,35,33,25,93,62,Average learners
3314,48,11,44,103,68,Average learners
3315,34,11,43,88,58,Average learners
3316,48,43,37,128,85,fast learners
3317,13,10,27,50,33,slow leaners
3318,19,21,13,53,35,slow leaners
3319,10,46,23,79,52,Average learners
3320,34,24,18,76,50,Average learners
3321,31,39,13,83,55,Average learners
3322,26,42,19,87,58,Average learners
3323,28,21,32,81,54,Average learners
3324,42,42,39,123,82,fast learners
3325,25,20,15,60,40,slow leaners
3326,22,19,26,67,44,slow leaners
3327,47,40,12,99,66,Average learners
3328,23,21,32,76,50,Average learners
3329,31,41,23,95,63,Average learners
3330,33,39,29,101,67,Average learners
3331,25,10,31,66,44,slow leaners
3332,47,17,25,89,59,Average learners
3333,19,34,19,72,48,slow leaners
3334,49,24,25,98,65,Average learners
3335,11,17,48,76,50,Average learners
3336,11,44,15,70,46,slow leaners
3337,26,41,38,105,70,fast learners
3338,30,35,37,102,68,Average learners
3339,13,26,29,68,45,slow leaners
3340,47,20,18,85,56,Average learners
3341,13,31,42,86,57,Average learners
3342,26,48,32,106,70,fast learners
3343,46,25,49,120,80,fast learners
3344,16,34,18,68,45,slow leaners
3345,47,40,26,113,75,fast learners
3346,30,29,38,97,64,Average learners
3347,20,19,49,88,58,Average learners
3348,13,32,48,93,62,Average learners
3349,21,34,21,76,50,Average learners
3350,22,48,31,101,67,Average learners
3351,15,36,13,64,42,slow leaners
3352,45,10,25,80,53,Average learners
3353,31,14,13,58,38,slow leaners
3354,20,44,40,104,69,Average learners
3355,15,11,31,57,38,slow leaners
3356,29,26,16,71,47,slow leaners
3357,32,15,22,69,46,slow leaners
3358,25,47,11,83,55,Average learners
3359,25,38,31,94,62,Average learners
3360,38,45,37,120,80,fast learners
3361,39,39,29,107,71,fast learners
3362,33,23,39,95,63,Average learners
3363,36,40,36,112,74,fast learners
3364,20,47,32,99,66,Average learners
3365,36,17,19,72,48,slow leaners
3366,37,30,27,94,62,Average learners
3367,12,12,10,34,22,slow leaners
3368,30,34,41,105,70,fast learners
3369,20,19,15,54,36,slow leaners
3370,22,30,15,67,44,slow leaners
3371,30,25,41,96,64,Average learners
3372,36,22,40,98,65,Average learners
3373,11,49,17,77,51,Average learners
3374,45,34,37,116,77,fast learners
3375,26,28,37,91,60,Average learners
3376,21,45,43,109,72,fast learners
3377,23,37,10,70,46,slow leaners
3378,33,39,40,112,74,fast learners
3379,49,37,20,106,70,fast learners
3380,31,15,23,69,46,slow leaners
3381,17,22,34,73,48,slow leaners
3382,32,24,28,84,56,Average learners
3383,15,44,39,98,65,Average learners
3384,45,21,28,94,62,Average learners
3385,25,45,33,103,68,Average learners
3386,25,34,46,105,70,fast learners
3387,22,34,22,78,52,Average learners
3388,39,15,11,65,43,slow leaners
3389,11,49,11,71,47,slow leaners
3390,37,48,31,116,77,fast learners
3391,14,40,13,67,44,slow leaners
3392,17,22,43,82,54,Average learners
3393,29,22,28,79,52,Average learners
3394,11,24,23,58,38,slow leaners
3395,48,17,13,78,52,Average learners
3396,12,24,40,76,50,Average learners
3397,48,32,49,129,86,fast learners
3398,11,23,11,45,30,slow leaners
3399,24,15,39,78,52,Average learners
3400,44,21,44,109,72,fast learners
3401,47,25,38,110,73,fast learners
3402,30,33,17,80,53,Average learners
3403,18,19,41,78,52,Average learners
3404,31,46,19,96,64,Average learners
3405,22,37,32,91,60,Average learners
3406,30,23,44,97,64,Average learners
3407,36,38,48,122,81,fast learners
3408,48,17,15,80,53,Average learners
3409,30,29,15,74,49,slow leaners
3410,41,14,17,72,48,slow leaners
3411,15,12,23,50,33,slow leaners
3412,13,44,24,81,54,Average learners
3413,38,26,29,93,62,Average learners
3414,19,35,30,84,56,Average learners
3415,41,33,32,106,70,fast learners
3416,34,38,15,87,58,Average learners
3417,21,10,34,65,43,slow leaners
3418,43,46,47,136,90,fast learners
3419,33,18,32,83,55,Average learners
3420,47,18,28,93,62,Average learners
3421,47,19,17,83,55,Average learners
3422,11,14,13,38,25,slow leaners
3423,10,27,34,71,47,slow leaners
3424,17,47,44,108,72,fast learners
3425,47,29,26,102,68,Average learners
3426,29,39,22,90,60,Average learners
3427,47,10,18,75,50,Average learners
3428,23,37,21,81,54,Average learners
3429,48,13,13,74,49,slow leaners
3430,45,41,18,104,69,Average learners
3431,23,39,38,100,66,Average learners
3432,21,14,27,62,41,slow leaners
3433,31,38,30,99,66,Average learners
3434,35,12,39,86,57,Average learners
3435,25,18,25,68,45,slow leaners
3436,30,17,38,85,56,Average learners
3437,21,10,41,72,48,slow leaners
3438,32,15,38,85,56,Average learners
3439,11,33,44,88,58,Average learners
3440,16,39,48,103,68,Average learners
3441,49,17,24,90,60,Average learners
3442,18,46,40,104,69,Average learners
3443,32,36,34,102,68,Average learners
3444,30,16,14,60,40,slow leaners
3445,15,13,10,38,25,slow leaners
3446,23,12,47,82,54,Average learners
3447,41,33,11,85,56,Average learners
3448,21,10,37,68,45,slow leaners
3449,20,17,24,61,40,slow leaners
3450,49,43,28,120,80,fast learners
3451,28,33,10,71,47,slow leaners
3452,11,28,26,65,43,slow leaners
3453,41,26,32,99,66,Average learners
3454,44,48,48,140,93,fast learners
3455,49,45,32,126,84,fast learners
3456,41,18,37,96,64,Average learners
3457,19,42,24,85,56,Average learners
3458,46,15,45,106,70,fast learners
3459,20,47,33,100,66,Average learners
3460,28,36,26,90,60,Average learners
3461,20,21,32,73,48,slow leaners
3462,28,44,32,104,69,Average learners
3463,37,38,46,121,80,fast learners
3464,27,31,35,93,62,Average learners
3465,14,22,38,74,49,slow leaners
3466,42,34,31,107,71,fast learners
3467,13,37,41,91,60,Average learners
3468,29,37,43,109,72,fast learners
3469,22,49,33,104,69,Average learners
3470,44,18,44,106,70,fast learners
3471,34,16,12,62,41,slow leaners
3472,48,22,31,101,67,Average learners
3473,42,14,24,80,53,Average learners
3474,32,48,10,90,60,Average learners
3475,30,30,34,94,62,Average learners
3476,22,40,44,106,70,fast learners
3477,32,46,11,89,59,Average learners
3478,47,14,12,73,48,slow leaners
3479,26,43,15,84,56,Average learners
3480,10,33,18,61,40,slow leaners
3481,43,49,47,139,92,fast learners
3482,14,30,36,80,53,Average learners
3483,17,29,37,83,55,Average learners
3484,48,19,15,82,54,Average learners
3485,45,18,14,77,51,Average learners
3486,21,17,18,56,37,slow leaners
3487,39,37,11,87,58,Average learners
3488,33,37,27,97,64,Average learners
3489,48,35,18,101,67,Average learners
3490,41,46,45,132,88,fast learners
3491,27,31,29,87,58,Average learners
3492,26,48,16,90,60,Average learners
3493,40,39,21,100,66,Average learners
3494,28,23,10,61,40,slow leaners
3495,17,44,19,80,53,Average learners
3496,31,15,12,58,38,slow leaners
3497,37,37,41,115,76,fast learners
3498,44,20,39,103,68,Average learners
3499,25,48,31,104,69,Average learners
3500,40,16,24,80,53,Average learners
3501,36,43,13,92,61,Average learners
3502,13,11,49,73,48,slow leaners
3503,21,24,15,60,40,slow leaners
3504,31,49,15,95,63,Average learners
3505,17,15,48,80,53,Average learners
3506,25,36,41,102,68,Average learners
3507,28,37,23,88,58,Average learners
3508,12,49,27,88,58,Average learners
3509,27,24,30,81,54,Average learners
3510,27,35,12,74,49,slow leaners
3511,46,14,10,70,46,slow leaners
3512,34,48,23,105,70,fast learners
3513,40,33,18,91,60,Average learners
3514,39,48,35,122,81,fast learners
3515,27,30,13,70,46,slow leaners
3516,18,49,13,80,53,Average learners
3517,21,27,14,62,41,slow leaners
3518,45,35,44,124,82,fast learners
3519,36,21,42,99,66,Average learners
3520,34,43,11,88,58,Average learners
3521,14,40,49,103,68,Average learners
3522,32,31,18,81,54,Average learners
3523,36,20,42,98,65,Average learners
3524,20,28,36,84,56,Average learners
3525,22,49,16,87,58,Average learners
3526,20,19,48,87,58,Average learners
3527,41,30,14,85,56,Average learners
3528,31,14,27,72,48,slow leaners
3529,17,35,30,82,54,Average learners
3530,39,26,46,111,74,fast learners
3531,42,34,30,106,70,fast learners
3532,33,49,40,122,81,fast learners
3533,45,21,12,78,52,Average learners
3534,19,18,31,68,45,slow leaners
3535,12,17,48,77,51,Average learners
3536,47,37,13,97,64,Average learners
3537,45,13,26,84,56,Average learners
3538,21,23,10,54,36,slow leaners
3539,47,13,45,105,70,fast learners
3540,14,21,44,79,52,Average learners
3541,23,35,14,72,48,slow leaners
3542,24,23,30,77,51,Average learners
3543,17,19,28,64,42,slow leaners
3544,20,22,11,53,35,slow leaners
3545,11,47,33,91,60,Average learners
3546,19,21,33,73,48,slow leaners
3547,11,23,47,81,54,Average learners
3548,32,15,34,81,54,Average learners
3549,21,18,26,65,43,slow leaners
3550,19,45,37,101,67,Average learners
3551,42,22,30,94,62,Average learners
3552,26,26,44,96,64,Average learners
3553,49,10,39,98,65,Average learners
3554,21,45,44,110,73,fast learners
3555,34,40,31,105,70,fast learners
3556,47,12,35,94,62,Average learners
3557,40,44,19,103,68,Average learners
3558,43,11,34,88,58,Average learners
3559,40,10,20,70,46,slow leaners
3560,36,18,29,83,55,Average learners
3561,24,22,30,76,50,Average learners
3562,46,47,44,137,91,fast learners
3563,47,41,27,115,76,fast learners
3564,15,29,24,68,45,slow leaners
3565,27,19,30,76,50,Average learners
3566,32,45,35,112,74,fast learners
3567,16,10,16,42,28,slow leaners
3568,29,31,28,88,58,Average learners
3569,22,47,16,85,56,Average learners
3570,19,36,12,67,44,slow leaners
3571,20,16,35,71,47,slow leaners
3572,16,29,32,77,51,Average learners
3573,19,18,12,49,32,slow leaners
3574,36,12,24,72,48,slow leaners
3575,33,48,29,110,73,fast learners
3576,10,35,25,70,46,slow leaners
3577,19,45,45,109,72,fast learners
3578,15,12,38,65,43,slow leaners
3579,33,36,33,102,68,Average learners
3580,25,10,29,64,42,slow leaners
3581,15,13,36,64,42,slow leaners
3582,38,17,13,68,45,slow leaners
3583,40,23,24,87,58,Average learners
3584,26,11,22,59,39,slow leaners
3585,39,43,16,98,65,Average learners
3586,18,15,32,65,43,slow leaners
3587,23,42,11,76,50,Average learners
3588,35,26,44,105,70,fast learners
3589,27,28,28,83,55,Average learners
3590,11,21,19,51,34,slow leaners
3591,33,29,43,105,70,fast learners
3592,25,17,37,79,52,Average learners
3593,26,38,39,103,68,Average learners
3594,39,46,31,116,77,fast learners
3595,21,44,42,107,71,fast learners
3596,34,17,29,80,53,Average learners
3597,32,44,36,112,74,fast learners
3598,15,14,31,60,40,slow leaners
3599,43,45,48,136,90,fast learners
3600,32,27,29,88,58,Average learners
3601,34,18,13,65,43,slow leaners
3602,26,39,24,89,59,Average learners
3603,28,32,32,92,61,Average learners
3604,22,46,47,115,76,fast learners
3605,37,21,31,89,59,Average learners
3606,19,34,17,70,46,slow leaners
3607,37,31,29,97,64,Average learners
3608,45,26,43,114,76,fast learners
3609,20,43,20,83,55,Average learners
3610,29,45,14,88,58,Average learners
3611,33,15,21,69,46,slow leaners
3612,20,16,46,82,54,Average learners
3613,21,19,47,87,58,Average learners
3614,28,24,40,92,61,Average learners
3615,45,40,43,128,85,fast learners
3616,30,32,34,96,64,Average learners
3617,26,34,44,104,69,Average learners
3618,49,46,23,118,78,fast learners
3619,19,26,13,58,38,slow leaners
3620,13,42,33,88,58,Average learners
3621,40,32,27,99,66,Average learners
3622,19,32,22,73,48,slow leaners
3623,48,21,12,81,54,Average learners
3624,27,37,33,97,64,Average learners
3625,46,45,47,138,92,fast learners
3626,16,34,41,91,60,Average learners
3627,45,44,13,102,68,Average learners
3628,16,35,35,86,57,Average learners
3629,44,14,14,72,48,slow leaners
3630,20,35,46,101,67,Average learners
3631,23,47,47,117,78,fast learners
3632,23,32,41,96,64,Average learners
3633,28,38,49,115,76,fast learners
3634,45,22,44,111,74,fast learners
3635,38,28,42,108,72,fast learners
3636,12,31,35,78,52,Average learners
3637,22,13,29,64,42,slow leaners
3638,16,41,44,101,67,Average learners
3639,15,49,45,109,72,fast learners
3640,41,20,43,104,69,Average learners
3641,43,17,27,87,58,Average learners
3642,21,41,35,97,64,Average learners
3643,14,11,17,42,28,slow leaners
3644,22,23,39,84,56,Average learners
3645,42,25,14,81,54,Average learners
3646,43,14,38,95,63,Average learners
3647,17,27,28,72,48,slow leaners
3648,25,12,24,61,40,slow leaners
3649,47,11,30,88,58,Average learners
3650,11,33,26,70,46,slow leaners
3651,10,39,27,76,50,Average learners
3652,10,39,24,73,48,slow leaners
3653,30,44,29,103,68,Average learners
3654,37,27,20,84,56,Average learners
3655,13,30,31,74,49,slow leaners
3656,25,46,45,116,77,fast learners
